comune,Codice_catastale,zona_omogenea,id_punto,cod_pozzo,tipo_punto,id_pratica,seq_captazione,uso,istat_comune,foglio,mappale,lng,lat,quota_pc,quota_rif,portata,profondita,tetto_primo_filtro,letto_ultimo_filtro,Location
CANEGRATE,B593,Magentino Abbiatense,14305,150460014,PIE,n/a,,Piezometro,15046,n/d,n/d,1492968,5045607,191,191,0,36,,,POINT (8.90953667 45.563783)
MILANO,F205,Magentino Abbiatense,15047,151461256,PIE,n/a,,Piezometro,15146,n/d,n/d,1512724,5039344,132.5,132.22,0,24,,,POINT (9.1625265 45.507332)
CANEGRATE,B593,Magentino Abbiatense,15582,150460028,PIE,n/a,,Piezometro,15046,n/d,n/d,,,,,0,,,,POINT (0 0)
SETTIMO MILANESE,I700,Magentino Abbiatense,15614,152110073,PIE,n/a,,Piezometro,15211,n/d,n/d,,,,,0,,,,POINT (0 0)
MILANO,F205,Magentino Abbiatense,17113,151461842,PIE,n/a,,Piezometro,15146,n/d,n/d,,,,,0,,,,POINT (0 0)
MILANO,F205,Magentino Abbiatense,17349,151461977,PIE,n/a,,Piezometro,15146,n/d,n/d,,,,,0,,,,POINT (0 0)
MEDIGLIA,F084,Magentino Abbiatense,17411,151390207,PIE,n/a,,Piezometro,15139,n/d,n/d,1527728,5027552,92.36,92.2,0,20,,,POINT (9.35392797 45.400759)
MILANO,F205,Magentino Abbiatense,17454,151461993,PIE,n/a,,Piezometro,15146,n/d,n/d,1514508,5032304,114.5,114.5,0,24,,,POINT (9.18515633 45.44393)
COLOGNO MONZESE,C895,Magentino Abbiatense,18066,150810160,PIE,n/a,,Piezometro,15081,n/d,n/d,1523381,5042649,131,,0,12,,,POINT (9.29910406 45.536804)
MILANO,F205,Magentino Abbiatense,18453,151462247,PIE,n/a,,Piezometro,15146,n/d,n/d,,,,,0,15,,,POINT (0 0)
BUCCINASCO,B240,Magentino Abbiatense,19207,150360176,PIE,n/a,,Piezometro,15036,n/d,n/d,1509568,5029530,,,0,20,,,POINT (9.1219362 45.419046)
LACCHIARELLA,E395,Magentino Abbiatense,19301,151150153,PIE,n/a,,Piezometro,15115,n/d,n/d,1512904,5019716,,,0,8,,,POINT (9.16431849 45.330656)
MILANO,F205,Magentino Abbiatense,19755,151462596,PIE,n/a,,Piezometro,15146,n/d,n/d,1511515,5039542,,,0,35,,,POINT (9.14705462 45.509135)
CUSANO MILANINO,D231,Magentino Abbiatense,20028,150980043,PIE,n/a,,Piezometro,15098,n/d,n/d,1514091,5044521,153.25,153.15,0,36,,,POINT (9.18017399 45.553903)
CORSICO,D045,Magentino Abbiatense,20759,150930146,PIE,n/a,,Piezometro,15093,n/d,n/d,,,,,0,15,,,POINT (0 0)
CORSICO,D045,Magentino Abbiatense,20764,150930147,PIE,n/a,,Piezometro,15093,n/d,n/d,,,,,0,15,,,POINT (0 0)
CORSICO,D045,Magentino Abbiatense,20765,150930148,PIE,n/a,,Piezometro,15093,n/d,n/d,,,,,0,15,,,POINT (0 0)
MILANO,F205,Magentino Abbiatense,21370,151462889,PIE,n/a,,Piezometro,15146,n/d,n/d,,,,,0,21,,,POINT (0 0)
SENAGO,I602,Magentino Abbiatense,21438,152060038,PIE,n/a,,Piezometro,15206,n/d,n/d,,,,,0,54,,,POINT (0 0)
MILANO,F205,Magentino Abbiatense,21439,151462903,PIE,n/a,,Piezometro,15146,n/d,n/d,,,,,0,25,,,POINT (0 0)
MILANO,F205,Magentino Abbiatense,21440,151462904,PIE,n/a,,Piezometro,15146,n/d,n/d,,,,,0,23,,,POINT (0 0)
MILANO,F205,Magentino Abbiatense,21441,151462905,PIE,n/a,,Piezometro,15146,n/d,n/d,,,,,0,24,,,POINT (0 0)
MILANO,F205,Magentino Abbiatense,21479,151462906,PIE,n/a,,Piezometro,15146,n/d,n/d,,,,,0,,,,POINT (0 0)
MILANO,F205,Magentino Abbiatense,21480,151462907,PIE,n/a,,Piezometro,15146,n/d,n/d,,,,,0,,,,POINT (0 0)
MILANO,F205,Magentino Abbiatense,21481,151462908,PIE,n/a,,Piezometro,15146,n/d,n/d,,,,,0,,,,POINT (0 0)
MILANO,F205,Magentino Abbiatense,21482,151462909,PIE,n/a,,Piezometro,15146,n/d,n/d,,,,,0,,,,POINT (0 0)
ABBIATEGRASSO,A010,Magentino Abbiatense,22304,150020473,PIE,n/a,,Piezometro,15002,n/d,n/d,,,,,0,,,,POINT (0 0)
ABBIATEGRASSO,A010,Magentino Abbiatense,22305,150020474,PIE,n/a,,Piezometro,15002,n/d,n/d,,,,,0,,,,POINT (0 0)
ABBIATEGRASSO,A010,Magentino Abbiatense,22306,150020475,PIE,n/a,,Piezometro,15002,n/d,n/d,,,,,0,,,,POINT (0 0)
ABBIATEGRASSO,A010,Magentino Abbiatense,22307,150020476,PIE,n/a,,Piezometro,15002,n/d,n/d,,,,,0,,,,POINT (0 0)
ABBIATEGRASSO,A010,Magentino Abbiatense,22308,150020477,PIE,n/a,,Piezometro,15002,n/d,n/d,,,,,0,,,,POINT (0 0)
ABBIATEGRASSO,A010,Magentino Abbiatense,22309,150020478,PIE,n/a,,Piezometro,15002,n/d,n/d,,,,,0,,,,POINT (0 0)
MILANO,F205,Magentino Abbiatense,22517,151463190,PIE,n/a,,Piezometro,15146,n/d,n/d,,,,,0,12,,,POINT (0 0)
MILANO,F205,Milano,25529,151464232,PIE,n/a,,Piezometro,15146,n/d,n/d,,,,,0,25,15,25,POINT (0 0)
MILANO,F205,Milano,25530,151464233,PIE,n/a,,Piezometro,15146,n/d,n/d,,,,,0,25,15,25,POINT (0 0)
PANTIGLIATE,G316,Sud Est,4862,151670057,PIE,n/a,,Piezometro,15167,n/d,n/d,,,,,0,,,,POINT (0 0)
RHO,H264,Magentino Abbiatense,22451,151820707,PIE,n/a,,Piezometro,15182,n/d,n/d,,,,,0,,,,POINT (0 0)
ABBIATEGRASSO,A010,Magentino Abbiatense,132,150020132,POZ,MI0123561994,1,Zootecnico [Prev],15002,39,17,,,,,2,,,25,POINT (0 0)
ABBIATEGRASSO,A010,Magentino Abbiatense,134,150020134,POZ,MI0123541994,1,Zootecnico [Prev],15002,15,91,,,,,1,,,25,POINT (0 0)
ABBIATEGRASSO,A010,Magentino Abbiatense,7,150020002,POZ,MI03235511994,1,Potabile [Prev],15002,8,n/d,1493031,5027971,120,120,25,109,67,102,POINT (8.91059633 45.405043)
ABBIATEGRASSO,A010,Magentino Abbiatense,21,150020016,POZ,MI03235601994,1,Potabile [Prev],15002,25,26,1495949,5027385,119,119,25,91,126,190,POINT (8.9478874 45.399791)
ABBIATEGRASSO,A010,Magentino Abbiatense,28,150020020,POZ,MI03235621994,1,Potabile [Prev],15002,8,n/d,1494329,5027186,120,120,60,187,115,183,POINT (8.92719128 45.397989)
ABBIATEGRASSO,A010,Magentino Abbiatense,97,150020421,PIE,n/a,,Piezometro,15002,n/d,n/d,1494023,5026757,118,118,0,40,0,0,POINT (8.92328695 45.394125)
MILANO,F205,Milano,962,151461876,PIE,n/a,,Piezometro,15146,n/d,n/d,,,,,0,30,,,POINT (0 0)
BUSSERO,B292,Adda Martesana,1769,150400026,PIE,n/a,,Piezometro,15040,n/d,n/d,,,,,0,,,,POINT (0 0)
SETTALA,I696,Adda Martesana,5236,152100249,PIE,n/a,,Piezometro,15210,n/d,n/d,,,,,0,,,,POINT (0 0)
CORSICO,D045,Sud Ovest,5887,150930110,PIE,n/a,,Piezometro,15093,n/d,n/d,,,,,0,,,,POINT (0 0)
POZZUOLO MARTESANA,G965,Adda Martesana,6503,151780016,POZ,MI0115242000,1,Irriguo [Prev],15178,1,174,,,,,2,,,10,POINT (0 0)
ROSATE,H560,Magentino Abbiatense,7005,151880013,POZ,MI0346942005,1,Potabile [Prev],15188,4,88,,,,,1,43,27,43,POINT (0 0)
MILANO,F205,Milano,7652,151462051,PIE,n/a,,Piezometro,15146,n/d,n/d,,,109,,0,24,,,POINT (0 0)
CARPIANO,B820,Sud Est,7956,150500113,PIE,n/a,,Piezometro,15050,n/d,n/d,,,,,0,,,,POINT (0 0)
RHO,H264,Magentino Abbiatense,14507,151820607,PIE,n/a,,Piezometro,15182,n/d,n/d,,,153,153,0,10,,,POINT (0 0)
INVERUNO,E313,Magentino Abbiatense,15909,151130036,PIE,n/a,,Piezometro,15113,n/d,n/d,,,,,0,,,,POINT (0 0)
ARESE,A389,Magentino Abbiatense,16656,150090094,PIE,n/a,,Piezometro,15009,n/d,n/d,,,,,0,6,,,POINT (0 0)
ARCONATE,A375,Magentino Abbiatense,16951,150070012,PIE,n/a,,Piezometro,15007,n/d,n/d,,,,,0,35,,,POINT (0 0)
MILANO,F205,Magentino Abbiatense,17028,151461802,PIE,n/a,,Piezometro,15146,n/d,n/d,,,,,0,,,,POINT (0 0)
LAINATE,E415,Magentino Abbiatense,17537,151160138,PIE,n/a,,Piezometro,15116,n/d,n/d,,,,,0,,,,POINT (0 0)
INVERUNO,E313,Magentino Abbiatense,17744,151130039,PIE,n/a,,Piezometro,15113,n/d,n/d,,,,,0,,,,POINT (0 0)
RHO,H264,Magentino Abbiatense,17813,151820662,PIE,n/a,,Piezometro,15182,n/d,n/d,,,148,,0,25,,,POINT (0 0)
LISCATE,E610,Magentino Abbiatense,17856,151220141,PIE,n/a,,Piezometro,15122,n/d,n/d,,,,,0,40,,,POINT (0 0)
MEDIGLIA,F084,Magentino Abbiatense,18777,151390218,PIE,n/a,,Piezometro,15139,n/d,n/d,,,,,0,21,,,POINT (0 0)
CORSICO,D045,Magentino Abbiatense,19405,150930122,PIE,n/a,,Piezometro,15093,n/d,n/d,,,,,0,,,,POINT (0 0)
RHO,H264,Magentino Abbiatense,20131,151820765,PIE,n/a,,Piezometro,15182,n/d,n/d,,,,150,0,10,,,POINT (0 0)
CARPIANO,B820,Magentino Abbiatense,20298,150500132,PIE,n/a,,Piezometro,15050,n/d,n/d,,,,,0,6,,,POINT (0 0)
PREGNANA MILANESE,H026,Magentino Abbiatense,20493,151790110,PIE,n/a,,Piezometro,15179,n/d,n/d,,,,,0,9,,,POINT (0 0)
MILANO,F205,Magentino Abbiatense,21818,151462990,PIE,n/a,,Piezometro,15146,n/d,n/d,,,,,0,25,,,POINT (0 0)
MILANO,F205,Magentino Abbiatense,22082,151463070,PIE,n/a,,Piezometro,15146,n/d,n/d,,,,,0,,,,POINT (0 0)
ASSAGO,A473,Magentino Abbiatense,23342,150110123,PIE,n/a,,Piezometro,15011,n/d,n/d,,,,,0,,,,POINT (0 0)
MILANO,F205,Milano,27560,MI03MI01514600986,POZ,MI03215372013,2,Pompa di calore,15146,307,154,,,,,0,,,,POINT (0 0)
MILANO,F205,Magentino Abbiatense,22682,151463258,PIE,n/a,,Piezometro,15146,n/d,n/d,,,,,0,,,,POINT (0 0)
TRUCCAZZANO,L454,Adda Martesana,8013,152240016,POZ,MI016181975,1,"Igienico, Industriale [Prev]",15224,10,516 (ex100),1537627,5038771,108.48,108.48,10,,4,15,POINT (9.48126143 45.501277)
MILANO,F205,Magentino Abbiatense,24361,151463751,PIE,n/a,,Piezometro,15146,n/d,n/d,1512829.97,5032105.13,0,110.05,0,17,,,POINT (9.16369466 45.442173)
CORSICO,D045,Sud Ovest,3373,150930051,POZ,MI03313471994,1,"Antincendio, Industriale",15093,1,88,1508502,5032605,,,1,74,42,64,POINT (9.1083643 45.446738)
MILANO,F205,Milano,4274,151460492,POZ,MI02706292004,0,N/D,15146,n/d,n/d,1510426.64,5036333.25,124.5,124.5,0,101,42.28,100.46,POINT (9.13305412 45.48027)
ALBAIRATE,A127,Magentino Abbiatense,509,150050003,POZ,MI03234641994,1,Potabile [Prev],15005,17,8,1496744,5028265,119,119,40,,45,98,POINT (8.95803906 45.407717)
ASSAGO,A473,Sud Ovest,27400,MI03MI01501100041,POZ,MI03240932014,2,Pompa di calore [Prev],15011,9,404,1511312,5028223,,,5.3,40,20,35,POINT (9.14419661 45.407256)
CASARILE,B938,Magentino Abbiatense,18978,150550094,PIE,n/a,,Piezometro,15055,n/d,n/d,1508170,5017668,,,0,5,2,5,POINT (9.10387321 45.312292)
GAGGIANO,D845,Magentino Abbiatense,19552,151030199,PIE,n/a,,Piezometro,15103,n/d,n/d,1502608,5028079,,,0,10,,,POINT (9.03297183 45.406046)
PIOLTELLO,G686,Magentino Abbiatense,22357,151750356,PIE,n/a,,Piezometro,15175,n/d,n/d,1526205,5037103,116,116,0,40,,,POINT (9.33497676 45.486786)
LACCHIARELLA,E395,Magentino Abbiatense,19316,151150168,PIE,n/a,,Piezometro,15115,n/d,n/d,1512598,5020135,,,0,8,,,POINT (9.16042418 45.334433)
MILANO,F205,Milano,26128,151464480,POZ,MI03214042013,2,Pompa di calore [Prev],15146,378,5,1510955,5035137,122,122,0,35,20,35,POINT (9.13978791 45.469495)
MILANO,F205,Milano,29166,MI03MI01514601208,POZ,MI03275052006,0,N/D,15146,n/d,n/d,,,,,0,40,22,34,POINT (0 0)
MILANO,F205,Milano,30406,MI03MI01514601664,POZ,MI03309352016,9,Pompa di calore,15146,225,452,1515091,5037017,121.2,,0,28.7,16.7,28.7,POINT (9.19275525 45.48634)
VANZAGHELLO,L664,Alto Milanese,8209,152490004,POZ,MI0140501999,1,Potabile [Prev],15249,9,273,1482365,5046720,191.89,191.89,30,275,109.7,30,POINT (8.77363092 45.573613)
MILANO,F205,Magentino Abbiatense,23510,151463463,PIE,n/a,,Piezometro,15146,n/d,n/d,1520292.6,5039333,125.79,125.79,0,20,,,POINT (9.25941183 45.507054)
MILANO,F205,Magentino Abbiatense,14600,151461226,PIE,n/a,,Piezometro,15146,n/d,n/d,1512285,5038475,130,130,0,,,,POINT (9.15688514 45.499518)
MILANO,F205,Magentino Abbiatense,24206,151463710,POZ,barriera idraulica,0,N/D,15146,n/d,n/d,1509020,5032750,,,0,20,10,20,POINT (9.11499081 45.448037)
CASSANO D'ADDA,C003,Magentino Abbiatense,19041,150590149,POZ,MI0344142003,1,Industriale,15059,20,7,1539585,5041636,135.1,136,15,40,30,35,POINT (9.50655354 45.526955)
MILANO,F205,Milano,4901,151460439,POZ,MI02706292004,0,N/D,15146,n/d,n/d,1520536.34,5039960.45,126,126,0,96,42.32,81.02,POINT (9.26255815 45.512695)
NOVIGLIO,F968,Magentino Abbiatense,5810,151580001,POZ,MI03197931983,1,Potabile [Prev],15158,12,3,1505730,5022010,102.58,103.04,25,99,56,97,POINT (9.07279563 45.351399)
SESTO SAN GIOVANNI,I690,Magentino Abbiatense,19129,152090397,PIE,n/a,,Piezometro,15209,n/d,n/d,1516993,5041526,,,0,30,,,POINT (9.2172496 45.526881)
MILANO,F205,Magentino Abbiatense,19381,151462508,PIE,n/a,,Piezometro,15146,n/d,n/d,1511470,5033360,117,117,0,20,,,POINT (9.14633476 45.453492)
MILANO,F205,Milano,4504,151460188,POZ,MI02706292004,0,N/D,15146,n/d,n/d,1513998.93,5038359.66,128.35,128.35,0,100,39.83,94.33,POINT (9.17881896 45.498447)
MILANO,F205,Milano,26224,150020530,PIE,n/a,,Piezometro,15146,n/d,n/d,1519669.44,5025311.96,100,100,0,4,,,POINT (9.25087555 45.380869)
CORNAREDO,D018,Magentino Abbiatense,22260,150870170,PIE,n/a,,Piezometro,15087,n/d,n/d,1502530,5036650,,,0,7,,,POINT (9.03201829 45.483194)
MILANO,F205,Milano,26253,151464554,PIE,n/a,,Piezometro,15146,n/d,n/d,1505798.88,5032267.76,0,100,0,10,,,POINT (9.07379449 45.44373)
CERRO MAGGIORE,C537,Alto Milanese,25039,150720069,PIE,n/a,,Piezometro,15072,n/d,n/d,1497039.37,5047621.15,,196.32,0,45,,,POINT (8.9616945 45.581942)
PESCHIERA BORROMEO,G488,Magentino Abbiatense,10062,151710119,POZ,MI0115061994,2,Zootecnico [Prev],15171,19,37,1524980,5032930,104,104,1,,,25,POINT (9.31908956 45.44927)
VIMODRONE,M053,Adda Martesana,30548,MI03MI01524200024,POZ,MI03317172017,1,Pompa di calore [Prev],15242,2,670,1522039,5040569,127,,3,28.5,15,27,POINT (9.28182279 45.518126)
MILANO,F205,Milano,30775,151465196,PIE,n/a,,Piezometro,15146,n/d,n/d,,,,,0,25,,,POINT (0 0)
CERRO MAGGIORE,C537,Magentino Abbiatense,16625,150720027,PIE,n/a,,Piezometro,15072,n/d,n/d,1497147,5050485,213,213,0,,,,POINT (8.96305705 45.60772)
SAN GIULIANO MILANESE,H930,Sud Est,27556,151950462,PIE,n/a,,Piezometro,15195,n/d,n/d,1520922.86,5027303.51,97,97,0,7,,,POINT (9.26696902 45.398759)
MILANO,F205,Magentino Abbiatense,17103,151461830,PIE,n/a,,Piezometro,15146,n/d,n/d,1517725,5034498,113,113,0,17,,,POINT (9.22636998 45.463604)
MILANO,F205,Milano,5390,151462656,PIE,n/a,,Piezometro,15146,n/d,n/d,1515161,5031467,111,111,0,20,,,POINT (9.19348035 45.436383)
MELZO,F119,Magentino Abbiatense,24374,151420141,PIE,n/a,,Piezometro,15142,n/d,n/d,1532101.62,5038089.19,0,118.56,0,15,,,POINT (9.41049535 45.495416)
MILANO,F205,Milano,5150,151460538,POZ,MI02706292004,0,N/D,15146,n/d,n/d,1515828.24,5040165.44,132.7,132.7,0,160,96,154,POINT (9.20229048 45.514662)
VIMODRONE,M053,Magentino Abbiatense,17117,152420047,PIE,n/a,,Piezometro,15242,n/d,n/d,1521155,5040121,126.4,126.4,0,25,,,POINT (9.27048527 45.514121)
BOLLATE,A940,Magentino Abbiatense,9416,150270150,PIE,n/a,,Piezometro,15027,n/d,n/d,,,,,0,,,,POINT (0 0)
MILANO,F205,Milano,24816,151463933,POZ,MI02706292004,0,N/D,15146,n/d,n/d,1520058.61,5038211.03,121,,0,,62,101,POINT (9.25637076 45.496962)
BARANZATE,A618,Nord Ovest,25417,152500069,PIE,n/a,,Piezometro,15250,n/d,n/d,1508982.8,5040716.87,,,0,20,8,20,POINT (9.11466006 45.519747)
LEGNANO,E514,Alto Milanese,4073,151180096,PIE,n/a,,Piezometro,15118,n/d,n/d,1492664,5050080,211,211,0,66,0,0,POINT (8.90557352 45.604041)
PESCHIERA BORROMEO,G488,Magentino Abbiatense,22353,151710287,PIE,n/a,,Piezometro,15171,n/d,n/d,1522260,5033517,106.9,106.9,0,12,,,POINT (9.28433321 45.454645)
MILANO,F205,Magentino Abbiatense,24776,151463915,PIE,n/a,,Piezometro,15146,n/d,n/d,1515574.61,5033215.08,114,114,0,14,,,POINT (9.19882352 45.452108)
SESTO SAN GIOVANNI,I690,Magentino Abbiatense,17613,152090241,PIE,n/a,,Piezometro,15209,n/d,n/d,1519830,5044486,147,147,0,50,,,POINT (9.25369827 45.553449)
SESTO SAN GIOVANNI,I690,Magentino Abbiatense,22893,152090438,PIE,n/a,,Piezometro,15209,n/d,n/d,1520011,5040920,,,0,,,,POINT (9.25587172 45.521347)
MILANO,F205,Milano,30518,MI03MI01514601724,POZ,MI03314792018,3,Pompa di calore,15146,311,222,1514566,5036272,,,0,35,15,33,POINT (9.18601516 45.479645)
POZZO D'ADDA,G955,Magentino Abbiatense,16752,151770024,PIE,n/a,,Piezometro,15177,n/d,n/d,1539130,5047480,165,165,0,,,,POINT (9.50119424 45.57958)
ROBECCO SUL NAVIGLIO,H373,Magentino Abbiatense,6851,151840029,POZ,MI0115361994,1,Zootecnico [Prev],15184,22,101,1488675,5029730,107,107,1,,,30,POINT (8.85489487 45.420818)
MILANO,F205,Magentino Abbiatense,19023,151462420,PIE,n/a,,Piezometro,15146,n/d,n/d,1518523,5037208,121.25,120.2,0,20,,,POINT (9.23667924 45.487976)
VIGNATE,L883,Adda Martesana,28653,152370155,PIE,n/a,,Piezometro,15237,n/d,n/d,1531758.06,5037603.1,114.79,114.49,0,13,,,POINT (9.40606701 45.491057)
MILANO,F205,Milano,4927,151460332,POZ,MI02706292004,0,N/D,15146,n/d,n/d,1513689.84,5035550.78,121.6,121.6,0,112,47.13,103.02,POINT (9.17478485 45.473171)
MILANO,F205,Milano,27068,151464668,PIE,n/a,,Piezometro,15146,n/d,n/d,1518737.4,5036184.71,0,117.06,0,20,,,POINT (9.23938388 45.47876)
SESTO SAN GIOVANNI,I690,Nord Milano,30830,152090535,PIE,n/a,,Piezometro,15209,n/d,n/d,1519836.77,5042632.22,138.53,138.83,0,95,,,POINT (9.25371004 45.536763)
PARABIAGO,G324,Alto Milanese,6095,151680003,POZ,MI03235481994,1,Potabile [Prev],15168,5,15,1497144,5046292,185.03,185.03,17,98,57,95,POINT (8.96304358 45.569979)
SETTIMO MILANESE,I700,Nord Ovest,7733,152110007,POZ,MI0140021994,1,Potabile [Prev],15211,9,235,1504486,5036940,134,134,25,114,76,102,POINT (9.0570492 45.485794)
SENAGO,I602,Magentino Abbiatense,21437,152060037,POZ,MI03266932003,2,Potabile,15206,11,13,1508145,5047145,170.4,,15,183.7,155,177.7,POINT (9.10403928 45.577616)
MILANO,F205,Magentino Abbiatense,19081,151462423,PIE,n/a,,Piezometro,15146,n/d,n/d,1511090,5039183,135.3,135.5,0,35,,,POINT (9.1416059 45.50591)
MILANO,F205,Milano,30889,151465220,PIE,n/a,,Piezometro,15146,n/d,n/d,1517267.13,5032728.36,111.49,111.49,0,15,,,POINT (9.22045133 45.447687)
CORSICO,D045,Sud Ovest,25139,150930168,POZ,MI03187802011,2,Altro uso,15093,7,187,1507480,5031407,,,5,15.7,,,POINT (9.0952775 45.435966)
INZAGO,E317,Magentino Abbiatense,16732,151140053,PIE,n/a,,Piezometro,15114,n/d,n/d,1538381,5044485,146.9,146.85,0,30,,,POINT (9.49135935 45.552665)
MILANO,F205,Milano,5026,151460344,POZ,MI02706292004,0,N/D,15146,n/d,n/d,1520453.69,5032381.62,0,,0,,89,119,POINT (9.26118509 45.444481)
RHO,H264,Magentino Abbiatense,22432,151820826,PIE,n/a,,Piezometro,15182,n/d,n/d,,,,,0,,,,POINT (0 0)
MILANO,F205,Milano,27118,MI03MI01514600872,POZ,MI03230612013,2,Pompa di calore [Prev],15146,391,demaniale,1515350,5034709,118.6,,12,40,20,38,POINT (9.19599758 45.46556)
MILANO,F205,Magentino Abbiatense,18958,151462394,PIE,n/a,,Piezometro,15146,n/d,n/d,1519923.34,5032762.31,0,107.1,0,,,,POINT (9.25441901 45.447922)
LACCHIARELLA,E395,Magentino Abbiatense,20478,151150185,PIE,n/a,,Piezometro,15115,n/d,n/d,1512661,5019995,94,,0,10,,,POINT (9.16122463 45.333171)
CORNAREDO,D018,Nord Ovest,3260,150870010,POZ,MI0137071020,1,Potabile [Prev],15087,5,131,1501530,5037980,143,143.8,25,202,152,196,POINT (9.01922663 45.495168)
PIOLTELLO,G686,Magentino Abbiatense,23696,151750370,PIE,n/a,,Piezometro,15175,n/d,n/d,1525638.12,5037071.38,116.62,116.62,0,12,,,POINT (9.32772117 45.486522)
INZAGO,E317,Magentino Abbiatense,16639,151140060,PIE,n/a,,Piezometro,15114,n/d,n/d,1535718,5043648,136.05,136.12,0,25,,,POINT (9.45718266 45.545273)
MILANO,F205,Milano,26783,MI03MI01514600785,POZ,MI03258262011,2,"Aree verdi/aree sportive, Pompa di calore",15146,425,39,1510348,5034052,120.2,,5,41,17,35,POINT (9.13200011 45.459738)
ROBECCO SUL NAVIGLIO,H373,Magentino Abbiatense,20498,151840102,PIE,n/a,,Piezometro,15184,n/d,n/d,1491072,5031470,130.3,130.3,0,15,,,POINT (8.88550044 45.436515)
ABBIATEGRASSO,A010,Magentino Abbiatense,25505,150020514,POZ,MI03197632012,0,N/D,15002,n/d,n/d,1493520,5027297,120,120,0,30,25,30,POINT (8.9168537 45.398981)
ASSAGO,A473,Magentino Abbiatense,21765,150110092,PIE,n/a,,Piezometro,15011,n/d,n/d,1510905,5026934,,102.37,0,6,,,POINT (9.13896739 45.39566)
PESCHIERA BORROMEO,G488,Magentino Abbiatense,9950,151710002,POZ,MI03267561986,1,Potabile [Prev],15171,53,401,1524612,5031148,100,100,40,82,66,80,POINT (9.31429468 45.433243)
BAREGGIO,A652,Magentino Abbiatense,16981,150120065,PIE,n/a,,Piezometro,15012,n/d,n/d,1499859,5036547,139,139,0,5,0,0,POINT (8.99784113 45.482271)
BINASCO,A872,Magentino Abbiatense,20147,150240100,PIE,n/a,,Piezometro,15024,n/d,n/d,1507179,5019560,96.98,96.98,0,6,,,POINT (9.09125813 45.329333)
MILANO,F205,Milano,4478,151460475,POZ,MI02706292004,0,N/D,15146,n/d,n/d,1512442.6,5041332.96,142,142,0,102,44.08,85.65,POINT (9.15897457 45.525239)
TRUCCAZZANO,L454,Magentino Abbiatense,19699,152240116,PIE,n/a,,Piezometro,15224,n/d,n/d,,,,,0,,,,POINT (0 0)
SAN GIULIANO MILANESE,H930,Sud Est,30643,151950518,PIE,n/a,,Piezometro,15195,n/d,n/d,1519689.94,5025582.82,100.7,100.57,0,5,,,POINT (9.25114816 45.383306)
MILANO,F205,Milano,5098,151460347,POZ,MI02706292004,0,N/D,15146,n/d,n/d,1520386.73,5032491.37,0,,0,,85,116,POINT (9.26033343 45.44547)
MILANO,F205,Milano,30663,MI03MI01514601766,POZ,MI03328802018,1,Pompa di calore,15146,350,7,1514647,5035994,,,2,36.5,17,35,POINT (9.18704328 45.477141)
MILANO,F205,Magentino Abbiatense,22210,151463118,PIE,n/a,,Piezometro,15146,n/d,n/d,1511303,5035087,121,121,0,21,,,POINT (9.14423856 45.469039)
MILANO,F205,Milano,30701,MI03MI01514601776,POZ,MI03332652018,1,Pompa di calore,15146,265,112,1514347,5036808,,,1.5,35,16,34,POINT (9.18322871 45.484474)
LAINATE,E415,Magentino Abbiatense,24015,151160177,PIE,n/a,,Piezometro,15116,n/d,n/d,1503152,5044953,170.93,170.46,0,25,,,POINT (9.0400297 45.557926)
MELEGNANO,F100,Sud Est,29408,151400177,PIE,n/a,,Piezometro,15140,n/d,n/d,1525381.33,5023522.08,82,82,0,2,,,POINT (9.32373811 45.364575)
CASOREZZO,B989,Magentino Abbiatense,2004,150580024,POZ,MI03279701991,1,Irriguo [Prev],15058,3,36,1494420,5041275,166.92,166.92,2,,,30,POINT (8.92819238 45.524805)
CORSICO,D045,Magentino Abbiatense,18396,150930117,PIE,n/a,,Piezometro,15093,n/d,n/d,1508870,5031341,115,114,0,8,,,POINT (9.1130474 45.435356)
PIEVE EMANUELE,G634,Sud Ovest,25222,151730127,PIE,n/a,,Piezometro,15173,n/d,n/d,1514693,5024621,99,98.8,0,15,,,POINT (9.18729359 45.374771)
CASSANO D'ADDA,C003,Adda Martesana,26427,MI03MI01505900003,POZ,MI0113851995,1,Zootecnico [Prev],15059,24,34,,,0,,2,,5,7,POINT (0 0)
VIZZOLO PREDABISSI,M102,Magentino Abbiatense,10432,152440044,PIE,n/a,,Piezometro,15244,n/d,n/d,1526750,5021020,,,0,,,,POINT (9.34107902 45.342003)
MILANO,F205,Milano,4966,151460420,POZ,MI02706292004,0,N/D,15146,n/d,n/d,1518889.02,5033965.05,110,110,0,102,53.22,101.64,POINT (9.24123867 45.458777)
SESTO SAN GIOVANNI,I690,Nord Milano,30059,MI03MI01520900071,POZ,MI03170701020,4,Pompa di calore,15209,10,212,1518433,5042897,,,0,27,6,27,POINT (9.23574093 45.539185)
BAREGGIO,A652,Magentino Abbiatense,857,150120006,POZ,MI0121691994,1,Potabile [Prev],15012,15,236,1500500,5035400,134.6,135.16,40,102,49,85,POINT (9.00604197 45.471947)
MILANO,F205,Milano,30175,151465123,PIE,n/a,,Piezometro,15146,n/d,n/d,1508382.24,5033458.25,120,120,0,12,,,POINT (9.10684734 45.45442)
MILANO,F205,Magentino Abbiatense,21146,151462847,PIE,n/a,,Piezometro,15146,n/d,n/d,1519814,5033148,,,0,9,,,POINT (9.25303632 45.451397)
